lane1 det1 X;lane1 det1 Y;lane1 det2 X;lane1 det2 Y;lane2 det1 X;lane2 det1 Y;lane2 det2 X;lane2 det2 Y;lane3 det1 X;lane3 det1 Y;lane3 det2 X;lane3 det2 Y
640;822;670;828;653;794;672;798;676;768;697;775
